obs,151.2917,150.6835,149.8935,149.5067,151.2873,150.6847,149.8899,149.5065,151.2798,150.6738,149.8792,149.4972
_sim,151.266,150.658,149.866,149.478,151.261,150.658,149.862,149.478,151.254,150.648,149.852,149.469
obs,151.2873,150.6847,149.8899,149.5065,151.2798,150.6738,149.8792,149.4972,151.2687,150.6682,149.8821,149.4839
_sim,151.262,150.659,149.863,149.479,151.255,150.649,149.853,149.469,151.244,150.643,149.856,149.457
obs,151.2798,150.6738,149.8792,149.4972,151.2687,150.6682,149.8821,149.4839,151.2665,150.6557,149.8702,149.4796
_sim,151.256,150.649,149.864,149.47,151.245,150.644,149.854,149.459,151.244,150.632,149.857,149.454
obs,151.2687,150.6682,149.8792,149.4839,151.2665,150.6557,149.8821,149.4796,151.2642,150.6523,149.8702,149.4816
_sim,151.246,150.645,149.855,149.46,151.245,150.633,149.858,149.455,151.243,150.63,149.847,149.459
obs,151.2665,150.6557,149.8821,149.4796,151.2642,150.6523,149.8702,149.4816,151.2571,150.6436,149.8644,149.4655
_sim,151.246,150.634,149.859,149.456,151.244,150.631,149.848,149.46,151.238,150.623,149.843,149.444
obs,151.2642,150.6523,149.8702,149.4816,151.2571,150.6436,149.8644,149.4655,151.2493,150.6343,149.8569,149.4641
_sim,151.245,150.632,149.844,149.461,151.239,150.624,149.838,149.445,151.233,150.616,149.833,149.446
obs,151.2571,150.6436,149.8569,149.4655,151.2493,150.6343,149.8497,149.4641,151.243,150.6276,149.8444,149.455
_sim,151.24,150.625,149.833,149.446,151.234,150.617,149.83,149.447,151.229,150.611,149.823,149.439
obs,151.2493,150.6343,149.8444,149.4641,151.243,150.6276,149.8355,149.455,151.2323,150.6178,149.8336,149.4439
_sim,151.234,150.617,149.831,149.447,151.23,150.612,149.824,149.44,151.221,150.604,149.825,149.431
obs,151.243,150.6276,149.8355,149.455,151.2323,150.6178,149.8336,149.4439,151.2227,150.6097,149.8172,149.4299
_sim,151.23,150.612,149.824,149.44,151.222,150.604,149.825,149.431,151.214,150.598,149.811,149.42
obs,151.2323,150.6178,149.8336,149.4439,151.2227,150.6097,149.8172,149.4299,151.218,150.6068,149.8104,149.4303
_sim,151.222,150.605,149.825,149.432,151.214,150.598,149.812,149.42,151.212,150.598,149.807,149.423
obs,151.2227,150.6097,149.8172,149.4299,151.218,150.6068,149.8104,149.4303,151.2099,150.5984,149.8015,149.4194
_sim,151.215,150.599,149.812,149.42,151.212,150.598,149.808,149.423,151.207,150.592,149.802,149.415
obs,151.218,150.6068,149.8104,149.4303,151.2099,150.5984,149.8015,149.4194,151.205,150.594,149.7958,149.4157
_sim,151.213,150.598,149.808,149.423,151.207,150.592,149.802,149.416,151.205,150.59,149.8,149.414
obs,151.2099,150.5984,149.8015,149.4194,151.205,150.594,149.7958,149.4157,151.1977,150.5862,149.7877,149.4031
_sim,151.207,150.592,149.802,149.415,151.205,150.59,149.8,149.414,151.201,150.585,149.795,149.406
obs,151.205,150.594,149.7958,149.4157,151.1977,150.5862,149.7877,149.4031,151.1897,150.5787,149.7794,149.3952
_sim,151.205,150.59,149.802,149.414,151.2,150.585,149.799,149.405,151.195,150.581,149.795,149.4
obs,151.1977,150.5862,149.7958,149.4031,151.1897,150.5787,149.7877,149.3952,151.1811,150.5695,149.7794,149.3871
_sim,151.2,150.585,149.799,149.405,151.195,150.58,149.794,149.399,151.19,150.574,149.789,149.396
obs,151.1897,150.5787,149.7877,149.3952,151.1811,150.5695,149.7794,149.3871,151.175,150.5648,149.7702,149.3784
_sim,151.194,150.579,149.794,149.399,151.189,150.573,149.789,149.395,151.186,150.572,149.783,149.389
obs,151.1811,150.5695,149.7794,149.3871,151.175,150.5648,149.7702,149.3784,151.1683,150.554,149.7603,149.3722
_sim,151.188,150.573,149.788,149.394,151.186,150.571,149.783,149.389,151.182,150.564,149.776,149.387
obs,151.175,150.5648,149.7702,149.3784,151.1683,150.554,149.7603,149.3722,151.1608,150.5445,149.7529,149.3615
_sim,151.185,150.57,149.775,149.388,151.182,150.563,149.772,149.386,151.178,150.557,149.766,149.379
obs,151.1683,150.554,149.7529,149.3722,151.1608,150.5445,149.7427,149.3615,151.1509,150.5352,149.7355,149.3537
_sim,151.18,150.562,149.771,149.385,151.176,150.556,149.764,149.378,151.17,150.55,149.761,149.374
obs,151.1608,150.5445,149.7427,149.3615,151.1509,150.5352,149.7355,149.3537,151.1426,150.5264,149.7238,149.3352
_sim,151.175,150.555,149.763,149.376,151.169,150.549,149.76,149.372,151.164,150.544,149.752,149.358
obs,151.1509,150.5352,149.7355,149.3537,151.1426,150.5264,149.7238,149.3352,151.1322,150.5185,149.7101,149.3282
_sim,151.168,150.548,149.75,149.371,151.163,150.542,149.741,149.356,151.156,150.538,149.735,149.353
obs,151.1426,150.5264,149.7101,149.3352,151.1322,150.5185,149.6994,149.3282,151.1222,150.5094,149.6895,149.3175
_sim,151.161,150.541,149.748,149.354,151.154,150.536,149.739,149.351,151.148,150.531,149.732,149.344
obs,151.1322,150.5185,149.7101,149.3282,151.1222,150.5094,149.6994,149.3175,151.1128,150.4993,149.6895,149.3068
_sim,151.152,150.534,149.736,149.349,151.145,150.528,149.729,149.342,151.14,150.522,149.723,149.335
obs,151.1222,150.5094,149.6994,149.3175,151.1128,150.4993,149.6895,149.3068,151.1037,150.4895,149.6779,149.2957
_sim,151.143,150.526,149.733,149.34,151.137,150.52,149.727,149.332,151.132,150.513,149.72,149.326
obs,151.1128,150.4993,149.6994,149.3068,151.1037,150.4895,149.6895,149.2957,151.0939,150.4798,149.6779,149.2844
_sim,151.135,150.518,149.725,149.329,151.129,150.511,149.718,149.324,151.123,150.505,149.71,149.314
obs,151.1037,150.4895,149.6895,149.2957,151.0939,150.4798,149.6779,149.2844,151.0842,150.4706,149.6679,149.2741
_sim,151.127,150.509,149.708,149.321,151.121,150.503,149.701,149.312,151.114,150.497,149.694,149.307
obs,151.0939,150.4798,149.6679,149.2844,151.0842,150.4706,149.6573,149.2741,151.0742,150.4614,149.6455,149.2609
_sim,151.118,150.5,149.698,149.309,151.112,150.494,149.691,149.304,151.105,150.488,149.683,149.293
obs,151.0842,150.4706,149.6573,149.2741,151.0742,150.4614,149.6455,149.2609,151.0643,150.4515,149.6348,149.2523
_sim,151.109,150.492,149.688,149.301,151.102,150.486,149.68,149.291,151.095,150.479,149.672,149.285
obs,151.0742,150.4614,149.6455,149.2609,151.0643,150.4515,149.6348,149.2523,151.0551,150.4389,149.6234,149.2399
_sim,151.1,150.483,149.677,149.288,151.092,150.476,149.669,149.282,151.086,150.467,149.661,149.273
obs,151.0643,150.4515,149.6348,149.2523,151.0551,150.4389,149.6234,149.2399,151.0452,150.4281,149.6133,149.2307
_sim,151.09,150.474,149.665,149.279,151.083,150.464,149.658,149.271,151.076,150.456,149.649,149.263
obs,151.0551,150.4389,149.6234,149.2399,151.0452,150.4281,149.6133,149.2307,151.0354,150.4171,149.6014,149.2167
_sim,151.081,150.462,149.655,149.268,151.073,150.453,149.646,149.26,151.066,150.445,149.638,149.251
obs,151.0452,150.4281,149.6133,149.2307,151.0354,150.4171,149.6014,149.2167,151.0253,150.4066,149.5908,149.202
_sim,151.071,150.451,149.652,149.257,151.063,150.442,149.643,149.248,151.055,150.434,149.635,149.233
obs,151.0354,150.4171,149.6133,149.2167,151.0253,150.4066,149.6014,149.202,151.0137,150.3964,149.5908,149.1885
_sim,151.061,150.44,149.641,149.245,151.053,150.432,149.632,149.23,151.043,150.424,149.622,149.222
obs,151.0253,150.4066,149.6014,149.202,151.0137,150.3964,149.5908,149.1885,151.0023,150.3853,149.5738,149.1794
_sim,151.05,150.43,149.638,149.228,151.041,150.421,149.63,149.219,151.031,150.412,149.619,149.209
obs,151.0137,150.3964,149.6014,149.1885,151.0023,150.3853,149.5908,149.1794,150.9922,150.3742,149.5738,149.1648
_sim,151.039,150.419,149.627,149.216,151.029,150.41,149.617,149.207,151.02,150.4,149.603,149.196
obs,151.0023,150.3853,149.5908,149.1794,150.9922,150.3742,149.5738,149.1648,150.9818,150.3636,149.564,149.1543
_sim,151.027,150.408,149.601,149.205,151.018,150.398,149.591,149.193,151.009,150.389,149.581,149.183
obs,150.9922,150.3742,149.564,149.1648,150.9818,150.3636,149.5511,149.1543,150.9712,150.3523,149.5399,149.142
_sim,151.016,150.396,149.589,149.191,151.006,150.387,149.578,149.181,150.997,150.377,149.567,149.17
obs,150.9818,150.3636,149.5511,149.1543,150.9712,150.3523,149.5399,149.142,150.9608,150.3423,149.5285,149.1301
_sim,151.004,150.385,149.565,149.179,150.994,150.375,149.554,149.167,150.985,150.365,149.544,149.157
obs,150.9712,150.3523,149.5285,149.142,150.9608,150.3423,149.5173,149.1301,150.9504,150.3316,149.5059,149.118
_sim,150.992,150.373,149.563,149.165,150.983,150.363,149.552,149.154,150.973,150.353,149.541,149.142
obs,150.9608,150.3423,149.5285,149.1301,150.9504,150.3316,149.5173,149.118,150.9404,150.3214,149.5059,149.1065
_sim,150.981,150.361,149.55,149.152,150.97,150.351,149.539,149.139,150.961,150.341,149.527,149.129
obs,150.9504,150.3316,149.5173,149.118,150.9404,150.3214,149.5059,149.1065,150.9304,150.3083,149.4941,149.1259
_sim,150.969,150.35,149.537,149.138,150.959,150.34,149.525,149.128,150.949,150.327,149.514,149.145
obs,150.9404,150.3214,149.5059,149.1065,150.9304,150.3083,149.4941,149.1259,150.9204,150.297,149.4848,149.1161
_sim,150.957,150.338,149.524,149.126,150.947,150.325,149.512,149.143,150.937,150.314,149.501,149.135
obs,150.9304,150.3083,149.4941,149.1259,150.9204,150.297,149.4848,149.1161,150.9107,150.286,149.4986,149.1017
_sim,150.945,150.324,149.5,149.141,150.935,150.312,149.514,149.134,150.924,150.301,149.5,149.116
obs,150.9204,150.297,149.4986,149.1161,150.9107,150.286,149.4867,149.1017,150.901,150.2754,149.4806,149.0657
_sim,150.933,150.311,149.512,149.132,150.923,150.299,149.498,149.114,150.912,150.288,149.491,149.078
obs,150.9107,150.286,149.4867,149.1017,150.901,150.2754,149.4806,149.0657,150.8899,150.2656,149.4443,149.0523
_sim,150.921,150.297,149.496,149.113,150.91,150.286,149.489,149.077,150.898,150.275,149.45,149.061
obs,150.901,150.2754,149.4806,149.0657,150.8899,150.2656,149.4443,149.0523,150.8793,150.2547,149.4384,149.0509
_sim,150.909,150.285,149.487,149.075,150.896,150.273,149.448,149.059,150.884,150.261,149.441,149.057
obs,150.8899,150.2656,149.4443,149.0523,150.8793,150.2547,149.4384,149.0509,150.8697,150.2444,149.4216,149.03
_sim,150.895,150.272,149.447,149.058,150.883,150.26,149.44,149.056,150.871,150.248,149.42,149.032
obs,150.8793,150.2547,149.4384,149.0509,150.8697,150.2444,149.4216,149.03,150.8603,150.2342,149.4124,149.0231
_sim,150.882,150.259,149.438,149.054,150.87,150.247,149.419,149.031,150.858,150.235,149.407,149.022
obs,150.8697,150.2444,149.4216,149.03,150.8603,150.2342,149.4124,149.0231,150.8509,150.2242,149.3984,149.0057
_sim,150.869,150.246,149.418,149.03,150.857,150.234,149.406,149.021,150.845,150.222,149.389,149.001
obs,150.8603,150.2342,149.4124,149.0231,150.8509,150.2242,149.3984,149.0057,150.8418,150.2273,149.3911,148.9963
_sim,150.857,150.233,149.417,149.02,150.845,150.221,149.405,149.001,150.833,150.222,149.388,148.987
obs,150.8509,150.2242,149.4124,149.0057,150.8418,150.2273,149.3984,148.9963,150.8329,150.2227,149.3911,148.9741
_sim,150.844,150.221,149.405,149.0,150.832,150.221,149.388,148.987,150.82,150.214,149.377,148.962
obs,150.8418,150.2273,149.3984,148.9963,150.8329,150.2227,149.3911,148.9741,150.8244,150.2173,149.3769,148.9723
_sim,150.832,150.221,149.377,148.987,150.82,150.214,149.359,148.962,150.808,150.205,149.343,148.956
obs,150.8329,150.2227,149.3769,148.9741,150.8244,150.2173,149.3652,148.9723,150.8162,150.1957,149.362,149.1137
_sim,150.821,150.214,149.36,148.963,150.809,150.206,149.344,148.956,150.797,150.181,149.337,149.096
obs,150.8244,150.2173,149.3652,148.9723,150.8162,150.1957,149.362,149.1137,150.8155,150.1815,149.4805,149.1196
_sim,150.811,150.207,149.339,148.958,150.799,150.183,149.453,149.098,150.795,150.165,149.437,149.098
obs,150.8162,150.1957,149.4805,149.1137,150.8155,150.1815,149.4682,149.1196,150.8139,150.1725,149.4799,149.0851
_sim,150.801,150.184,149.455,149.101,150.797,150.166,149.439,149.099,150.792,150.154,149.446,149.063
obs,150.8155,150.1815,149.4682,149.1196,150.8139,150.1725,149.4799,149.0851,150.8075,150.1649,149.364,148.9678
_sim,150.796,150.166,149.455,149.1,150.791,150.154,149.439,149.062,150.781,150.142,149.446,148.94
obs,150.8139,150.1725,149.4682,149.0851,150.8075,150.1649,149.4799,148.9678,150.7926,150.1563,149.364,148.9532
_sim,150.791,150.153,149.438,149.062,150.78,150.142,149.445,148.938,150.761,150.13,149.325,148.921
obs,150.8075,150.1649,149.4799,148.9678,150.7926,150.1563,149.364,148.9532,150.7802,150.147,149.3646,148.9802
_sim,150.78,150.142,149.444,148.94,150.761,150.13,149.324,148.92,150.744,150.116,149.32,148.942
obs,150.7926,150.1563,149.364,148.9532,150.7802,150.147,149.3646,148.9802,150.774,150.1353,149.3362,148.9421
_sim,150.762,150.13,149.445,148.921,150.745,150.117,149.325,148.943,150.734,150.1,149.32,148.9
obs,150.7802,150.147,149.364,148.9802,150.774,150.1353,149.3646,148.9421,150.7674,150.1265,149.3362,148.9728
_sim,150.746,150.117,149.327,148.944,150.735,150.101,149.322,148.902,150.724,150.088,149.288,148.927
obs,150.774,150.1353,149.3646,148.9421,150.7674,150.1265,149.3362,148.9728,150.7583,150.1158,149.3256,148.9497
_sim,150.736,150.103,149.323,148.903,150.725,150.089,149.29,148.928,150.711,150.074,149.274,148.901
obs,150.7674,150.1265,149.3362,148.9728,150.7583,150.1158,149.3256,148.9497,150.7495,150.1747,149.3389,148.9205
_sim,150.727,150.091,149.325,148.93,150.713,150.076,149.292,148.903,150.699,150.129,149.276,148.868
obs,150.7583,150.1158,149.3362,148.9497,150.7495,150.1747,149.3256,148.9205,150.7429,150.1923,149.3389,148.8849
_sim,150.715,150.078,149.278,148.904,150.702,150.132,149.287,148.87,150.69,150.145,149.272,148.829
obs,150.7495,150.1747,149.3389,148.9205,150.7429,150.1923,149.3296,148.8849,150.7363,150.2037,149.3166,148.9
_sim,150.704,150.134,149.289,148.873,150.693,150.147,149.275,148.832,150.681,150.154,149.257,148.842
obs,150.7429,150.1923,149.3296,148.8849,150.7363,150.2037,149.3166,148.9,150.7312,150.1438,149.2955,148.9019
_sim,150.695,150.149,149.277,148.834,150.684,150.156,149.259,148.844,150.673,150.092,149.233,148.841
obs,150.7363,150.2037,149.3166,148.9,150.7312,150.1438,149.2955,148.9019,150.7641,150.1097,149.3002,148.891
_sim,150.686,150.158,149.235,148.846,150.676,150.094,149.234,148.843,150.703,150.054,149.217,148.827
obs,150.7312,150.1438,149.3002,148.9019,150.7641,150.1097,149.2879,148.891,150.7917,150.1071,149.2837,148.8802
_sim,150.678,150.096,149.238,148.846,150.707,150.057,149.22,148.83,150.73,150.05,149.211,148.814
obs,150.7641,150.1097,149.2879,148.891,150.7917,150.1071,149.2837,148.8802,150.7931,150.1044,149.2783,148.8859
_sim,150.71,150.06,149.224,148.834,150.733,150.053,149.215,148.818,150.73,150.046,149.205,148.819
obs,150.7917,150.1071,149.2837,148.8802,150.7931,150.1044,149.2783,148.8859,150.7555,150.1127,149.2791,148.8779
_sim,150.736,150.056,149.219,148.821,150.734,150.049,149.209,148.823,150.692,150.053,149.204,148.81
obs,150.7931,150.1044,149.2783,148.8859,150.7555,150.1127,149.2791,148.8779,150.7285,150.1063,149.2663,148.8669
_sim,150.736,150.051,149.212,148.826,150.694,150.056,149.208,148.813,150.662,150.045,149.191,148.797
obs,150.7555,150.1127,149.2791,148.8779,150.7285,150.1063,149.2663,148.8669,150.728,150.0877,149.2644,148.8642
_sim,150.696,150.058,149.211,148.815,150.665,150.047,149.194,148.8,150.66,150.024,149.187,148.793
obs,150.7285,150.1063,149.2663,148.8669,150.728,150.0877,149.2644,148.8642,150.7261,150.079,149.2584,148.856
_sim,150.668,150.05,149.197,148.803,150.664,150.027,149.191,148.796,150.658,150.015,149.18,148.784
obs,150.728,150.0877,149.2644,148.8642,150.7261,150.079,149.2584,148.856,150.7183,150.0579,149.2578,148.8427
_sim,150.667,150.03,149.194,148.799,150.661,150.018,149.185,148.787,150.649,149.993,149.179,148.77
obs,150.7261,150.079,149.2584,148.856,150.7183,150.0579,149.2578,148.8427,150.7102,150.0602,149.2421,148.836
_sim,150.665,150.021,149.188,148.791,150.653,149.996,149.184,148.774,150.641,149.995,149.164,148.763
obs,150.7183,150.0579,149.2578,148.8427,150.7102,150.0602,149.2421,148.836,150.7055,150.0572,149.2406,148.838
_sim,150.657,149.999,149.188,148.777,150.645,149.998,149.169,148.767,150.637,149.992,149.163,148.765
